ID_NIL;NIL;Valido_dal;Valido_al;Fonte;Shape_Leng;Shape_Area;OBJECTID;geometry
48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;05/02/2020;Vigente;Milano 2030 - PGT Approvato;8723.368714059716;2406306.0789698716;89;POLYGON ((9.154221025150809 45.43775166985864, 9.154193914867836 45.43706735514851, 9.153570859488719 45.43705595103523, 9.152302124059467 45.43703446796099, 9.151307030986411 45.43700365421699, 9.150626912182314 45.43697565733306, 9.149444694839621 45.43693863718455, 9.14885526847373 45.43690376103321, 9.14851540391539 45.43689074568072, 9.147193977317377 45.4368115773418, 9.14671044628737 45.43678857026378, 9.145618350528951 45.43564741460317, 9.144354560287212 45.43476686494348, 9.143215871276054 45.43399960412049, 9.142499244620927 45.43349454782854, 9.14216311096269 45.43307371576175, 9.141971093425397 45.43258942580722, 9.141685168924205 45.43258734959046, 9.14133777278697 45.43251658104228, 9.14152929247027 45.43203415720395, 9.140705382585114 45.43098695226772, 9.140046372109328 45.43005317898119, 9.139012438438145 45.42835967167147, 9.138855346957909 45.4285488853788, 9.137685809008328 45.42947349345437, 9.136975572852601 45.43000936709114, 9.137017137405985 45.43020288544921, 9.135655536447684 45.43209693777021, 9.134826922173758 45.43241506954295, 9.133947674617566 45.43284185196265, 9.132678774346381 45.43358168676065, 9.1318302399138 45.43406228863751, 9.131455713213734 45.43431060902695, 9.131088946684944 45.43459667857164, 9.130410107775115 45.43563757214621, 9.130135282761112 45.43596660357671, 9.129737765708731 45.43620418706146, 9.12926364049973 45.43640414249105, 9.126792773648459 45.4371667746708, 9.126434973563835 45.43736514804466, 9.124073441794899 45.43597972175781, 9.123478905569934 45.43555281351762, 9.123792255475218 45.43484548647541, 9.125701894968067 45.43143159544706, 9.125625416830282 45.43101933885919, 9.125625942425811 45.43101883871203, 9.125625455871848 45.43101619198094, 9.125544435111301 45.43108413244479, 9.125500155232483 45.43112126353311, 9.125424965094519 45.43118115759274, 9.125348878134373 45.43124082845539, 9.125295305867013 45.43128346221974, 9.125055095520636 45.43147461035046, 9.125014948928243 45.43151325073218, 9.12495738996606 45.43155701385474, 9.124902973009918 45.4315994953356, 9.124845902342521 45.43164504821483, 9.124712957970313 45.43175952544481, 9.12461540822453 45.431849857678, 9.124573502335345 45.43189041798637, 9.124525007418894 45.43194030985075, 9.124489667880168 45.43196770225077, 9.124417048623105 45.43202973513197, 9.124376105911479 45.43207007378703, 9.12434274319474 45.43210294034497, 9.124216863604317 45.43221085639243, 9.12417130733178 45.43224855182409, 9.124092225906004 45.43231398138851, 9.123996410853175 45.43239695808428, 9.123735227242213 45.43260673173567, 9.123595289503546 45.43273486920538, 9.123529991213656 45.43280743404721, 9.123465431320662 45.43286047525844, 9.123452206739918 45.43286973202756, 9.123392033548038 45.43291184274787, 9.12332940890078 45.43296777929048, 9.123258120653837 45.4330251743472, 9.123057024113786 45.43318433149695, 9.122987774140498 45.43324510955383, 9.122914007119682 45.43332115763427, 9.122843420723969 45.43339013627101, 9.12276669644692 45.43345272247788, 9.122663986401355 45.43352971062301, 9.122567333933643 45.43361754767161, 9.12247638028408 45.43369815053033, 9.12237099789526 45.43378720293663, 9.122312224644686 45.43383369338544, 9.122260950266437 45.43387696143448, 9.122065146479544 45.43404527441147, 9.121932114502366 45.43415397775481, 9.121763120967719 45.43430020044467, 9.121695163936339 45.43435649281004, 9.121670761358825 45.43438142523642, 9.121651665495786 45.43440445004391, 9.12165035716146 45.43440602935463, 9.121639129917851 45.43442229665001, 9.121620244097423 45.43443895915215, 9.121578563092591 45.43446765446988, 9.121548717419136 45.43448819915797, 9.121421449877058 45.43457148616494, 9.12141059410553 45.43457859068081, 9.12135447414358 45.43460514906597, 9.121325124181716 45.43461904215269, 9.121259847898425 45.43464992901089, 9.12125742122044 45.43465107654463, 9.121233533028622 45.43466561189879, 9.121223763580625 45.43468329980116, 9.121219504738026 45.43470053269291, 9.121225695189244 45.43472500859399, 9.121237392426446 45.43474902948809, 9.121253263260513 45.43476317159119, 9.121261741718527 45.43476889818039, 9.121271559418753 45.43477552797166, 9.121294051948503 45.43478983406222, 9.121333015905227 45.4348115576767, 9.121365777640106 45.4348271931289, 9.12139228863284 45.43483737326287, 9.121452901904862 45.43486169228704, 9.121507486086166 45.43488851193585, 9.121509994582539 45.43488974243716, 9.121584275821329 45.43492808698347, 9.121616852292599 45.4349449044232, 9.121630944197475 45.43495218042209, 9.12165352023286 45.43496302897666, 9.12168088640529 45.43497190205287, 9.12170923118406 45.4349786497874, 9.121738989867335 45.43498831330953, 9.121763630446397 45.43499606411586, 9.121790433103746 45.43500506288369, 9.12183030001064 45.43501489832901, 9.121834205348186 45.43501586269689, 9.121897137415239 45.43503031455371, 9.12195583371019 45.43504292564438, 9.122003338919162 45.43505298330548, 9.122037701664661 45.43506387410157, 9.12205610066407 45.43507636616457, 9.12207609139627 45.4350924111126, 9.12208688573307 45.43511195026628, 9.122088769224026 45.43512452028316, 9.122090673530904 45.43513725680066, 9.122088879356376 45.43517085134077, 9.122084605995711 45.43521089251712, 9.122079470840362 45.43523666765111, 9.122071445550905 45.43526804554387, 9.122066586101665 45.43528531421212, 9.122062614291773 45.43529800480189, 9.122060237302209 45.43530560078661, 9.122047395847643 45.43533282435148, 9.122036062787961 45.43535460145421, 9.122021749358701 45.43538045840037, 9.122006790404358 45.43539807180005, 9.121992984902862 45.4354229200612, 9.121961008704119 45.43549976897307, 9.121942638455993 45.43553629760727, 9.121928832515056 45.43555443993827, 9.121906071367068 45.43558304226244, 9.121883317444315 45.43561382377394, 9.121869091264172 45.43563929355346, 9.121859278768076 45.43566013288643, 9.121844561636076 45.43568323586091, 9.121829783082505 45.43571344987672, 9.121809768982281 45.4357406909642, 9.121792771923221 45.43576781991619, 9.121774922308239 45.43579684003431, 9.121761334713549 45.43582144590013, 9.121743474228701 45.43584542623177, 9.12172562456405 45.43587444634186, 9.121708631488024 45.43590346553629, 9.121688966650945 45.43593265499744, 9.121684824667614 45.43593880185435, 9.1216778228265 45.43595158386924, 9.121664435506819 45.43597601578562, 9.121658717286707 45.43598403477753, 9.121641479746836 45.43600820075469, 9.121615448844807 45.436057522848, 9.121609187828158 45.43606938864387, 9.121606527896699 45.43607268052775, 9.12157090815831 45.43611672099114, 9.121544558994909 45.43615899093692, 9.121520760005394 45.43619747764379, 9.121497831264096 45.43624352445875, 9.121474034930442 45.43628328032685, 9.121452415497219 45.43631927225831, 9.121413701597389 45.4363848496191, 9.121387349490343 45.43642585935662, 9.121362921262486 45.43646912635405, 9.121321059291708 45.43653942457443, 9.121295677648726 45.4365679926502, 9.121275219398196 45.43659705236129, 9.121257307846701 45.43662068071952, 9.121234866749406 45.43664923845876, 9.121219333426158 45.4366735483806, 9.121203043414237 45.43670273867323, 9.121184352432346 45.43673319078357, 9.121170436185789 45.43676037937833, 9.121155778140045 45.43678148482264, 9.121133810661629 45.43681633300268, 9.121120231803909 45.43683929065224, 9.121104793339532 45.43686675178978, 9.121090327296207 45.43689336487794, 9.121060158934085 45.43694963567646, 9.121045634945597 45.43697368436793, 9.121032408032615 45.43699444533194, 9.121019327129346 45.43701174156406, 9.121005401250734 45.43703449253841, 9.120991212150049 45.43705373330791, 9.120978016574705 45.43707122768378, 9.120958445835651 45.43709635285564, 9.120946232085627 45.43711859794021, 9.120932131673785 45.43714945020189, 9.120908718632391 45.43720201429799, 9.120884247504506 45.43725605571117, 9.120855799003232 45.4373096152602, 9.120824037687207 45.43735657139929, 9.120765956580522 45.43746014432308, 9.120737454738343 45.43751097472269, 9.120731886056843 45.43752090176974, 9.120358083065268 45.4374179809782, 9.120336102069997 45.43741192830352, 9.120302516603447 45.43747311717088, 9.120287663548412 45.43750016442166, 9.12027675235675 45.43752002993511, 9.120228265252662 45.43760835428964, 9.12015604742893 45.43770850420594, 9.120052235553798 45.43784339514433, 9.119942926749253 45.43800369233986, 9.119790983550184 45.43818523205139, 9.119720588842528 45.43827696361677, 9.119655221456737 45.4383645493037, 9.11957192626012 45.43844455667919, 9.119532995153257 45.4384816456021, 9.119357914710934 45.43864197502339, 9.119322516883804 45.43867460457083, 9.119126371473623 45.43885543343918, 9.11910628291081 45.43887395102091, 9.119072798421287 45.43890516530099, 9.118953776121517 45.43901419252413, 9.11893081932651 45.43903563936207, 9.11882657691482 45.43913304037099, 9.118824650021285 45.43913484262194, 9.121453156096401 45.43992274533731, 9.123213925953072 45.44043577138839, 9.124550388100397 45.44078878678248, 9.132944522841578 45.44308793973713, 9.1349945956607 45.44373402501594, 9.136672818491911 45.44419635300922, 9.138154831056996 45.44459772957589, 9.139124332379579 45.44485722829803, 9.141307466974185 45.44537517557241, 9.144320192308953 45.44606157394328, 9.145574100529194 45.44635652443245, 9.14599047022835 45.44569126632982, 9.147748465680881 45.4428002601143, 9.148029393097094 45.44253364550721, 9.14944506560102 45.44142413620968, 9.150087481611815 45.4409308924695, 9.150472426238411 45.44067268711316, 9.151911148793978 45.43958809493699, 9.152744583294691 45.43887284102647, 9.154221025150809 45.43775166985864))
64;TRENNO;05/02/2020;Vigente;Milano 2030 - PGT Approvato;3309.9988004761994;489692.08283319284;90;POLYGON ((9.10622707748691 45.4901620817868, 9.102954189601435 45.48938954463055, 9.103106068138235 45.48881447068665, 9.10145580596348 45.48847354623269, 9.099982373235823 45.48789076677257, 9.099932230090417 45.48859230212508, 9.099592706082328 45.49021831033183, 9.097964209227122 45.49119145936371, 9.09789038564703 45.4924613804241, 9.098611593829798 45.49252961978271, 9.098424009983221 45.49317425110258, 9.09760171989061 45.49327238956355, 9.097385548111502 45.49341258329491, 9.097325513737163 45.49374144002513, 9.09715226282669 45.49368681643338, 9.096723950772896 45.49637234890459, 9.098827587447639 45.49621834798592, 9.099467663674323 45.49637504147044, 9.09974561998091 45.4963941065468, 9.099731121897136 45.49651909825513, 9.09936937250581 45.49699673322207, 9.100468976462688 45.49717525412288, 9.100545281120448 45.49711654545554, 9.101281810037898 45.49662736957222, 9.102146885508191 45.49617155826939, 9.102736267821692 45.49589335077669, 9.103444683068691 45.49562169424326, 9.104579951312575 45.49516012963485, 9.105680427864545 45.49458107775862, 9.106267770088616 45.49412017921435, 9.106571740485807 45.49385558369271, 9.106894377320467 45.49338016663922, 9.107149985632297 45.492720785772, 9.107225641245877 45.49245973190497, 9.105302221521606 45.4922634491281, 9.105635004480648 45.49142843743537, 9.105909626078471 45.49083821447466, 9.10622707748691 45.4901620817868))
67;PORTELLO;05/02/2020;Vigente;Milano 2030 - PGT Approvato;3800.750663482093;909602.2187448354;91;POLYGON ((9.156361803387014 45.48785426899354, 9.157238952249715 45.48720832745242, 9.158787267637258 45.48604281218628, 9.159926843145215 45.48520471950097, 9.160743955974384 45.48462440643383, 9.161104975599072 45.48432533563187, 9.162277685555681 45.48337506482344, 9.163485634356054 45.4824342276146, 9.162908729649873 45.48207136518512, 9.161722335633335 45.48121813293401, 9.160894198921426 45.48071159879926, 9.160450489154439 45.48042688952093, 9.160275291299788 45.48030148098131, 9.158684713658841 45.48035909844113, 9.155982240336201 45.48039166133947, 9.151637781060495 45.48044947852118, 9.151028429970166 45.48093404270706, 9.15036583810409 45.48144225585042, 9.149771192066899 45.48190708223547, 9.149167127560426 45.48232196132549, 9.148508816817548 45.48281580112568, 9.147988153076 45.48317863054601, 9.147651550684316 45.48341916674188, 9.147382459325337 45.48361686023095, 9.146366618604224 45.4844149311939, 9.145339860402771 45.48518298803421, 9.144785387965337 45.48565196667833, 9.147431288903249 45.48738344025298, 9.149173848739293 45.48854320994672, 9.149903843990819 45.48902592500883, 9.151520283555744 45.49007394149878, 9.151906269271164 45.48989125003855, 9.153591078173067 45.48911185737128, 9.154949019415886 45.48852257843004, 9.156361803387014 45.48785426899354))
81;BOVISASCA;05/02/2020;Vigente;Milano 2030 - PGT Approvato;7105.469714553994;1578027.6494128618;92;POLYGON ((9.168034631377399 45.5223394320893, 9.166869404561409 45.52027317286669, 9.166299237745291 45.51924906831088, 9.166167726873455 45.51900407226081, 9.165847688952164 45.51860822493554, 9.16579952385351 45.51855658439485, 9.164798012100187 45.51738898864103, 9.162815761393952 45.51513263612306, 9.161286390764126 45.5133352877537, 9.160602757596253 45.5125536165316, 9.160481806812699 45.51242930287637, 9.159773320221847 45.51160895757374, 9.159195965623587 45.51091101852737, 9.158898240249631 45.51042722594262, 9.158486187404245 45.50959417400994, 9.155454621857036 45.51005701982773, 9.154597983767903 45.510146928938, 9.153301870836566 45.51012400904313, 9.152535712974103 45.51098880910988, 9.151909247824275 45.51167983437041, 9.150454905148781 45.51326043166043, 9.149850798129096 45.51392873309634, 9.149565628088636 45.5142712769733, 9.149131206073589 45.51477139682487, 9.148363394499635 45.51568850911731, 9.147660081117985 45.51648177198391, 9.146163185839743 45.51818842339637, 9.144615863585821 45.51998827996121, 9.143064962806871 45.52178825629213, 9.143113589327863 45.52179668432077, 9.143189076895494 45.52180943429492, 9.14319449685248 45.52181034471319, 9.143564574447874 45.5218728339124, 9.143642186088176 45.52152161056476, 9.143734681645956 45.52153532891213, 9.143933024083369 45.52157174066106, 9.143941005911676 45.52157353082409, 9.144103899813571 45.52160772676159, 9.144094952022021 45.521643868472, 9.144071470610234 45.52181030685854, 9.144037010376199 45.52196020695389, 9.144006371623366 45.52209684359541, 9.143981690550898 45.52220979982074, 9.143975434463533 45.52226213110581, 9.143973879208872 45.52231504873784, 9.143937592349172 45.52254224174218, 9.143935921822878 45.52257005724751, 9.143937479565329 45.52259342124126, 9.143944072001403 45.52261270229247, 9.14394463099728 45.52263607654556, 9.143943187193836 45.5226624155844, 9.144024864324336 45.52267100769755, 9.144050517935275 45.52267366667944, 9.1442873162891 45.52270006508765, 9.14459363404946 45.52273209072813, 9.145011778067484 45.52277597301111, 9.145205373731503 45.52279642961837, 9.145340928860621 45.52226040551326, 9.145375666780755 45.52213060413782, 9.145473292062617 45.52174883135389, 9.145495237734043 45.52165387058363, 9.145526516166413 45.52151851087357, 9.145545278070971 45.52144525580329, 9.145867215498475 45.52149426121504, 9.146164604770155 45.52153693245273, 9.146485587613824 45.52158281486011, 9.146776060691179 45.52162496320917, 9.146956961918661 45.52164966368008, 9.147293875885524 45.52170128312437, 9.147365468801523 45.52171195610615, 9.147490691675573 45.52173009373373, 9.147603447970141 45.52174526796846, 9.147646011488368 45.52175100067122, 9.14771109350129 45.52175976461683, 9.147955377940024 45.52179497582588, 9.148222232396003 45.52183319960119, 9.148316163353975 45.52184678636024, 9.148380824566027 45.52185613554209, 9.148507584495908 45.52187421605135, 9.148780616116818 45.52101833210583, 9.148827210646321 45.52087227621887, 9.148804221017766 45.52087012790157, 9.148767375780334 45.52086703450691, 9.148653315517913 45.52085745280076, 9.148374491287765 45.52083309827196, 9.148215152218327 45.52081671609053, 9.148129823077381 45.5208058085218, 9.148122109170238 45.52077437857084, 9.148161462391768 45.52065929613472, 9.148173380459674 45.52062456341991, 9.148285356373441 45.52029858446174, 9.148210818566231 45.52028684474341, 9.148174575779178 45.52027896268834, 9.148126910208534 45.52027056346919, 9.147927627616083 45.52023624846754, 9.147745900399379 45.52020210843789, 9.147674523288247 45.52018952717869, 9.147706189848178 45.52010204230916, 9.147758747589251 45.51996852666361, 9.147795395667991 45.51987650776659, 9.147809266336747 45.51983880219409, 9.14782718386595 45.51978720447813, 9.147849683668891 45.51973451079438, 9.147853817383313 45.51972395614909, 9.147901743256899 45.51960171580755, 9.147961438158195 45.51946079190731, 9.147989439896035 45.51938231280041, 9.148043295196439 45.51925096459245, 9.1480505201759 45.51923276399408, 9.148115823640072 45.5190683677517, 9.148126850794544 45.51904018899238, 9.148185051843518 45.51889155385047, 9.148251018815547 45.5187260936295, 9.14827781570909 45.51866204477935, 9.148302546409793 45.51859620648431, 9.148459209194922 45.51862411344477, 9.148624403299852 45.5186490657288, 9.148636255121067 45.5186521736921, 9.149569928916243 45.5188085283723, 9.1496130090151 45.51881668996737, 9.149623307126456 45.51878910699029, 9.149777306189213 45.51836176575399, 9.15012557778766 45.51842435233497, 9.150617148897537 45.51851144803766, 9.150728081887461 45.51853110325162, 9.151266960900696 45.51862656776135, 9.151425331863317 45.51818709490958, 9.151434444377919 45.51816180772004, 9.151469901803063 45.51806342631009, 9.151488068613808 45.51806753372813, 9.151888370580203 45.51815750740518, 9.152013613982779 45.51818565829097, 9.152015423266748 45.51818712306379, 9.152605421170042 45.51832308031699, 9.15260460479174 45.5183242155471, 9.153040273917709 45.51841438186056, 9.153127924697001 45.51843251774346, 9.153332099587967 45.51847788847849, 9.153358760680099 45.51848384742582, 9.153403100646356 45.51849377011757, 9.153491010909157 45.5185125993585, 9.153505125522978 45.51851480366555, 9.153535829511773 45.51851959599581, 9.153697177196895 45.51855131494663, 9.153767341766354 45.5185651002267, 9.153857758602948 45.51858791330135, 9.153867187699369 45.51858989884673, 9.153805204419054 45.51869817292185, 9.153701368956984 45.51882634172037, 9.153696353873736 45.51883254122937, 9.153656347917593 45.51888148815904, 9.153575006005264 45.51898099406105, 9.153571433954077 45.51898532839537, 9.153482375656285 45.5190724509802, 9.15289420773494 45.5193657594651, 9.15159678897189 45.52019102491951, 9.151513768008446 45.52026762554914, 9.151234196918477 45.52072474712983, 9.150965572536638 45.52116397823326, 9.151208891337484 45.5211591747632, 9.151336881271614 45.52116346081754, 9.151441382269621 45.52118431289657, 9.151516236532315 45.52119924547684, 9.153701605233604 45.52164773571042, 9.154087965713849 45.52171404928413, 9.159773419423697 45.52277538497678, 9.161518850259604 45.52310038947807, 9.163280850124421 45.52343591990147, 9.166277222544533 45.52402071688212, 9.166978837406809 45.52333814555202, 9.16762985826032 45.52272094526838, 9.168034631377399 45.5223394320893))
