id_amat;id_via;anagrafica;gerarchia;rete;tipologia;sede;marcia;norma;lunghezza;geometry
9257;2709;VIA CADUTI DI MARCINELLE;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;22.0;LINESTRING (9.264695406271503 45.48067270722711, 9.26445730340439 45.48073041435733, 9.264431506358417 45.48074091516003)
9258;1135;VIA VOLTURNO;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;122.0;LINESTRING (9.190979319146757 45.48877401140883, 9.191217673246847 45.48768790004439)
9259;1108;VIA MELCHIORRE GIOIA;;ciclabile;corsia ciclabile - sede propria;carreggiata;bidirezionale;non regolamentato - a norma;22.0;LINESTRING (9.191205378320921 45.48111752872278, 9.191232428601475 45.48113305524316, 9.191268047980932 45.48114748731466, 9.1912965022123 45.48116969963059, 9.191318556037064 45.48118734526394, 9.19134734916431 45.48120687417777, 9.191404061239934 45.48125288014354)
9260;3117;PIAZZA RISORGIMENTO;;ciclabile;corsia ciclabile - sede propria;parterre;monodirezionale - concorde;corsia ciclabile;16.0;LINESTRING (9.210274721034692 45.4681644202246, 9.210270698503058 45.468311883355)
9261;6361;PIAZZALE GIULIO CESARE;;ciclabile;corsia ciclabile - sede propria;parterre;bidirezionale;corsia ciclabile;27.0;LINESTRING (9.155707545288008 45.47338384118485, 9.155368648165068 45.4733946811104)
9262;2291;VIA MARTIRI OSCURI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;monodirezionale - discorde;attraversamento - ciclabile;6.0;LINESTRING (9.217272305285519 45.49495646872455, 9.217200092398992 45.49496799607542)
9263;6388;VIA MONTE ROSA;;ciclabile;corsia ciclabile - sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;12.0;LINESTRING (9.149849293127197 45.47465832506732, 9.149909768165685 45.47461314145349, 9.149978518221904 45.47460835452109)
9264;6388;VIA MONTE ROSA;;ciclabile;corsia ciclabile - sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;68.0;LINESTRING (9.149978518221904 45.47460835452109, 9.150514566005489 45.47420007742428, 9.1505269864547 45.47418668936049, 9.150569143132556 45.47415475068213)
9265;5142;PIAZZALE DELLE MILIZIE;;ciclabile;corsia ciclabile - segnaletica;ponte;monodirezionale - concorde;corsia ciclabile;262.0;LINESTRING (9.158161859580483 45.44794133573154, 9.157983580534694 45.44831480882779, 9.157813422469365 45.44862014502769, 9.157678644239187 45.44883724536741, 9.157540856591154 45.44904013947684, 9.157427831707194 45.44917988933506, 9.157331322097001 45.44927991139813, 9.157221731480986 45.44937368213741, 9.157103827489507 45.44946746417985, 9.156975210636832 45.44955248389985, 9.156401916007178 45.44987884945346)
9266;1088;VIALE ENRICO FERMI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;11.0;LINESTRING (9.183567359204778 45.50513366153824, 9.183533735800836 45.50522561524781)
9267;4325;VIA GIOVANNI SPADOLINI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;non regolamentato - a norma;67.0;LINESTRING (9.191922255114152 45.44307727215732, 9.191060739404842 45.44305252082448)
9268;4325;VIA GIOVANNI SPADOLINI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;non regolamentato - a norma;15.0;LINESTRING (9.191060739404842 45.44305252082448, 9.191007270574366 45.44304630935071, 9.190964747526817 45.44302504782126, 9.19092836900089 45.44300584626652, 9.190903874969022 45.44298455463033)
9269;1746;VIA ETTORE MAJORANA;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;20.0;LINESTRING (9.184590825709597 45.5130452232079, 9.184837688259051 45.51298635724176)
9270;6388;VIA MONTE ROSA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;17.0;LINESTRING (9.146028486327005 45.47754983718159, 9.146101782921033 45.47749432042021, 9.146126457413819 45.47748348609335, 9.146151487518122 45.47748110570154, 9.146180862673742 45.47748083335527, 9.146202828178689 45.47746991818254)
9271;4068;CORSO LODI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;6.0;LINESTRING (9.223790194207172 45.44002003559952, 9.223831611042678 45.44006786140369)
9272;2390;VIA PALMANOVA;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;381.0;LINESTRING (9.24125230767822 45.4997782851557, 9.241420195534635 45.49982878641115, 9.241485084539141 45.49985781257575, 9.241534139726841 45.49989560307566, 9.241570389111454 45.49993189043446, 9.241606987561459 45.49998995938363, 9.241650955116844 45.50003523138059, 9.24181679274489 45.50017475594041, 9.241928240969346 45.5002562490593, 9.242008478705278 45.50031251538886, 9.242075846680159 45.50035233713005, 9.24218975455274 45.50041024225509, 9.242303638369222 45.50046247670838, 9.242363214484204 45.50050591517032, 9.242430509335431 45.50055842821774, 9.242521352017265 45.50063996442141, 9.242588694267743 45.50070345845194, 9.242664019094599 45.50077782667621, 9.242752198125036 45.50086485893272, 9.242876588137625 45.50097881713527, 9.242972559708228 45.50106214227704, 9.243094305964961 45.50115639374123, 9.243213612957994 45.50124885006763, 9.243343047555166 45.50134488510921, 9.243498536062008 45.5014571562897, 9.243539995667881 45.50148416092917, 9.243643450340434 45.50155108781278, 9.243739330155806 45.50161263016435, 9.243819730658213 45.5016760956329, 9.243915650079094 45.50174672872433, 9.244032127794647 45.50183549982426, 9.244315428279755 45.50205199832609, 9.244539934021313 45.50222847752997, 9.24454533878472 45.50226473985681)
9273;408;VIA SANTA SOFIA;;ciclabile;corsia ciclabile - segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;138.0;LINESTRING (9.190659470561695 45.45703739390068, 9.190753306691663 45.45706334051177, 9.190818837103775 45.45707727286588, 9.190984053154509 45.45710706068751, 9.192387700220369 45.457286980262)
9274;3219;PIAZZALE FERDINANDO MARTINI;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;197.0;LINESTRING (9.220889945070443 45.45598831932331, 9.22102701056202 45.45601136727115, 9.221140045407447 45.45603788190284, 9.221286762593657 45.45607612263188, 9.221426362212314 45.45612571825395, 9.221545358744075 45.45617220324407, 9.221632547740636 45.45622847085514, 9.221612349138077 45.45734256805504, 9.221587164900606 45.45737826093249, 9.22155503616611 45.45740424613714)
9275;3219;PIAZZALE FERDINANDO MARTINI;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;355.0;LINESTRING (9.22155503616611 45.45740424613714, 9.2215159559036 45.45741872347011, 9.221462779472482 45.45742620727253, 9.219605289835657 45.45742033693266, 9.21954702435815 45.45740181662456, 9.219520391650056 45.45736109304905, 9.219530817738782 45.45625583599311, 9.219570631484594 45.45619968313368, 9.219625105009202 45.45616411448901, 9.219728893001275 45.45611485954714, 9.219825710180505 45.45608199979064, 9.219931355092703 45.45604993307449, 9.220089813876639 45.45601614448042, 9.22030197190572 45.45598992979944)
9276;1746;VIA ETTORE MAJORANA;;ciclabile;corsia ciclabile - segnaletica;marciapiede;bidirezionale;corsia ciclabile;21.0;LINESTRING (9.179629720227766 45.51415355206668, 9.179868466741729 45.5141864805791, 9.179889333069358 45.51418899626123)
9277;6624;VIA NOVARA;;ciclabile;corsia ciclabile - segnaletica;passerella;bidirezionale;corsia ciclabile;180.0;LINESTRING (9.102622317594431 45.48044955200486, 9.102723604881653 45.480422278252, 9.102872645513935 45.48041044326783, 9.103031192159044 45.48041939184564, 9.103132344206092 45.48038824742318, 9.103176359563552 45.48031818004967, 9.103158584440834 45.48025329886394, 9.103097855285364 45.48020879857823, 9.103010952324956 45.48019501518925, 9.102785778033999 45.48020457840368, 9.102693640306084 45.48019692014612, 9.102623588528683 45.48016196901816, 9.102590486380123 45.48011159307148, 9.102606874605675 45.4800467712202, 9.10266654022006 45.47999883247931, 9.102737516770807 45.47997932671925, 9.102816738306645 45.47999086695912, 9.102899563680568 45.48001410520477, 9.1031006966695 45.48008260204291, 9.10316777109502 45.48009847344521, 9.103242481394537 45.48009174542641, 9.10329438276135 45.48006640585542, 9.103326443424127 45.48003640363264)
9278;1360;VIALE MARCHE;;ciclabile;corsia ciclabile - attraversamento;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;22.0;LINESTRING (9.197307881996659 45.49496070435411, 9.197576225057441 45.49488793174272)
9279;1055;PIAZZA DELLA REPUBBLICA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;91.0;LINESTRING (9.198390068128857 45.47949231880396, 9.198689942430553 45.47981016378865, 9.198780734168276 45.47990469659531, 9.19889364063267 45.48006615831322, 9.198953955061015 45.4802051592095)
9280;;PARCO NORD;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - a norma;147.0;LINESTRING (9.179783850438248 45.51419505931638, 9.179720336565957 45.51432436832626, 9.179666665498297 45.51441857185966, 9.179273744153644 45.51546716776427)
9281;6188;VIA ALBERTO DA GIUSSANO;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;60.0;LINESTRING (9.164578040116899 45.46798728513917, 9.16411246905883 45.46834162969348, 9.164087137204692 45.46835340824428, 9.16406043630016 45.46835344651834, 9.164039718626297 45.46834502180348)
9282;3118;CORSO INDIPENDENZA;;ciclabile;corsia ciclabile - sede propria;parterre;monodirezionale - concorde;corsia ciclabile;96.0;LINESTRING (9.213390702134632 45.46774115195195, 9.214620715346603 45.46775352278683)
9283;5144;ALZAIA NAVIGLIO GRANDE;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - div. transito veicoli oltre 1,5 m;1673.0;LINESTRING (9.120384602491379 45.43751661174471, 9.121218062804706 45.43774895033124, 9.123003886528249 45.43826226736631, 9.123376058176955 45.43837339025504, 9.123906523511156 45.43854635811852, 9.124236101614006 45.43864780312212, 9.124382201795802 45.43868832935768, 9.124553134045398 45.43874151990288, 9.12483424850959 45.43883914541302, 9.124998417950401 45.43889810334126, 9.12537053225018 45.43903748311728, 9.125533202783242 45.43911192374243, 9.125744189397324 45.43923761715178, 9.12597889984241 45.43939451775992, 9.12639795903293 45.43971305365972, 9.126764658992062 45.440000412289, 9.127195789838646 45.44033855417731, 9.127446553787808 45.4405232471843, 9.127705330819433 45.44068848841128, 9.127854838336278 45.44076240032209, 9.128008773855742 45.44081524460814, 9.128359483555935 45.44092286478409, 9.128915946016052 45.44109677028331, 9.129505283989294 45.44127576649809, 9.130016084066474 45.44143981709017, 9.130591006745279 45.44163016539062, 9.131220174533674 45.44183233004408, 9.131841313178549 45.44204386156879, 9.132364809993209 45.44221841825467, 9.132930018353305 45.44240345536118, 9.133485534093865 45.44259759203102, 9.13410392505145 45.44282963683517, 9.13464669021846 45.44303548414762, 9.13522991149164 45.44326081339511, 9.1358475539416 45.443494649828, 9.136269376756438 45.4436503169252, 9.136683013622013 45.44380401200001, 9.136852577595391 45.44386186627435, 9.136993334807872 45.4439044529712, 9.137144835055819 45.44394783672266, 9.13732266252695 45.44398551803835, 9.137613311390973 45.44404034556737, 9.137868257710116 45.44408369399975, 9.13837827696929 45.44416939888747, 9.138600106408434 45.444212695692, 9.138983280436419 45.44429765124005, 9.139180430263426 45.44434016677526)
9284;3319;VIALE DELL'AVIAZIONE;;ciclabile;corsia ciclabile - segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;781.0;LINESTRING (9.254480741070724 45.46160996385628, 9.254472665694104 45.46157766813455, 9.254465690532452 45.46153402866962, 9.254451152053367 45.46137276259797, 9.25445695454265 45.46115537486395, 9.25447377990883 45.46102851294329, 9.254507529491955 45.46091070439841, 9.254572287015765 45.46074818172769, 9.254688312705534 45.46055242107939, 9.254811580775439 45.46037455622047, 9.255064479341009 45.46001206112609, 9.255178594875067 45.45984726775803, 9.255643605470366 45.45915657038172, 9.255844404675633 45.45887177881229, 9.255995109256418 45.45871005310593, 9.256104865638626 45.45862897813051, 9.256255897017139 45.45853979966203, 9.256468856391562 45.4584277995445, 9.256782527309721 45.45827146790698, 9.257163692193812 45.45807915955806, 9.257378818516342 45.45793816953559, 9.25765866915583 45.45771467385842, 9.257799026369094 45.45752938633947, 9.257903934309494 45.45736767128101, 9.258034935383199 45.45717844410238, 9.259097584115219 45.45560077052083)
9285;5275;VIALE CASSALA;;ciclabile;corsia ciclabile - segnaletica;ponte;monodirezionale - concorde;corsia ciclabile;105.0;LINESTRING (9.158333623698798 45.44693656190349, 9.158757258935745 45.44661331977876, 9.159009728202911 45.44644495449914, 9.15929844777305 45.44628824074167)
9286;1313;VIA BENIGNO CRESPI;;ciclabile;corsia ciclabile - sede propria;marciapiede;bidirezionale;corsia ciclabile;81.0;LINESTRING (9.185990385792703 45.49898994990063, 9.186056420731546 45.49887988053383, 9.186139563629389 45.49857257013387, 9.186150936605047 45.49837528315375, 9.186144765829647 45.49832668060055, 9.186140044505166 45.49827387721118)
9287;1418;VIA EMILIO DE MARCHI;;ciclabile;corsia ciclabile - sede propria;ponte;bidirezionale;corsia ciclabile;133.0;LINESTRING (9.212011542474553 45.50447385517031, 9.212029409877896 45.50449241941174, 9.212081377946877 45.50456721034079, 9.212098215520868 45.50460914033355, 9.212122578699088 45.5046936387108, 9.212116828674651 45.50476339779495, 9.212099162484138 45.50486171241452, 9.212056820530735 45.50499023699317, 9.211998000644224 45.50511159694734, 9.211669757648259 45.5055953139159)
9288;5275;VIALE CASSALA;;ciclabile;corsia ciclabile - attraversamento;ponte;monodirezionale - concorde;attraversamento - ciclabile;39.0;LINESTRING (9.158072616555177 45.44723868061167, 9.158160764423121 45.44712278744103, 9.158251685477893 45.44701671606765, 9.158333623698798 45.44693656190349)
9289;6388;VIA MONTE ROSA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;14.0;LINESTRING (9.148958185256937 45.47515147265685, 9.14904213403786 45.47508701603832, 9.149040694448141 45.47504732921084)
9290;6388;VIA MONTE ROSA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;46.0;LINESTRING (9.149040694448141 45.47504732921084, 9.149438798943548 45.47474808818432)
9292;6388;VIA MONTE ROSA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;13.0;LINESTRING (9.149438798943548 45.47474808818432, 9.149494867310839 45.47474425747357, 9.149566815471223 45.47468639177788)
9293;6388;VIA MONTE ROSA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;13.0;LINESTRING (9.147839676256078 45.47594031028132, 9.147904684973533 45.47594367691953, 9.147973995274793 45.47589708817618)
9294;6108;VIA GIUSEPPE DEZZA;;ciclabile;corsia ciclabile - sede propria;parterre;monodirezionale - concorde;corsia ciclabile;26.0;LINESTRING (9.160286672520588 45.46075476323182, 9.160573888178439 45.4608687637507)
9295;6785;VIA CUSAGO;;ciclabile;corsia ciclabile - sede propria;margine;monodirezionale - concorde;corsia ciclabile;251.0;LINESTRING (9.056036151598816 45.45400239523129, 9.056103867230894 45.45406482939656, 9.056151731530944 45.45409846990091, 9.056207008575347 45.45412706617813, 9.056364235875774 45.45417703493768, 9.058522129693841 45.45478919679213, 9.058761358098952 45.45485676247866, 9.058856054521979 45.45491090024562, 9.05893205391032 45.45494101475806)
9296;6363;PIAZZA GIOVANNI AMENDOLA;;ciclabile;corsia ciclabile - sede propria;parterre;bidirezionale;corsia ciclabile;101.0;LINESTRING (9.151310849324775 45.47404779466086, 9.151333217111691 45.47403993421914, 9.15142439775563 45.47397797673327, 9.151447753859859 45.4739569734914, 9.151471348494324 45.47392948920394, 9.151518121880621 45.47386254982481, 9.1515591840678 45.47381280991078, 9.151597220535539 45.47377981586208, 9.151658375568555 45.47373274960506, 9.151734618347682 45.47368251296584, 9.151803089297852 45.47364434793128, 9.151870688013579 45.47361491498993, 9.151983154689791 45.47357165090941, 9.152097195783268 45.47354305626875, 9.152189134600468 45.47352583216858, 9.152293495799539 45.47351336200365)
9297;361;VIA UMBERTO VISCONTI DI MODRONE;;ciclabile;corsia ciclabile - segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;97.0;LINESTRING (9.198982036291149 45.46333710847267, 9.199511320683904 45.4638683567089, 9.199599486756963 45.46396914220105, 9.199676828752755 45.46406513818257)
9298;6707;VIA BISCEGLIE;;ciclabile;corsia ciclabile - sede propria;carreggiata;bidirezionale;corsia ciclabile;201.0;LINESTRING (9.119609418550839 45.44877845256436, 9.119586595745803 45.44880262673122, 9.119560403154107 45.44882396319457, 9.119521438141721 45.4488500483398, 9.119488517935217 45.44887139180598, 9.119182033677937 45.44933151456415, 9.11916192637549 45.44936752421818, 9.119063966527463 45.44997422565022, 9.118974236104176 45.45049591869401)
9299;1088;VIALE ENRICO FERMI;;ciclabile;corsia ciclabile - sede propria;margine;bidirezionale;corsia ciclabile;172.0;LINESTRING (9.182990700695282 45.50596789370711, 9.18271947052245 45.50617201872998, 9.182641375442003 45.50624829148271, 9.182639116856853 45.50634172501256, 9.18234756813181 45.50659736703084, 9.182109403652662 45.50681529936284, 9.181920923225961 45.50699894859184, 9.181854572619192 45.50710562535308, 9.181761115666898 45.50722233618809)
9300;6188;VIA ALBERTO DA GIUSSANO;;ciclabile;corsia ciclabile - sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;141.0;LINESTRING (9.162791366754437 45.46933065385376, 9.162914795628019 45.46923506749104, 9.163003323760121 45.46923647162803, 9.164041199770304 45.46844812015541)
9301;6188;VIA ALBERTO DA GIUSSANO;;ciclabile;corsia ciclabile - segnaletica;marciapiede;bidirezionale;corsia ciclabile;40.0;LINESTRING (9.165248067514192 45.46771613168841, 9.164945287039808 45.46776346371538, 9.164904386329559 45.4677752239708, 9.164872577433307 45.46779021148186, 9.164789483696559 45.46785324825044)
9302;1088;VIALE ENRICO FERMI;;ciclabile;corsia ciclabile - sede propria;margine;bidirezionale;corsia ciclabile;211.0;LINESTRING (9.181761115666898 45.50722233618809, 9.181529406116605 45.50741883476307, 9.181413659619382 45.50753108018394, 9.181317515700119 45.50764869500196, 9.181278550139719 45.5077130235421, 9.181230432235097 45.50779752869873, 9.181188885483619 45.50785538060742, 9.181142045780309 45.50789937940973, 9.181079577305903 45.50793989255062, 9.181000190415418 45.50797395172954, 9.180946801696306 45.508011660141, 9.180884459283705 45.50809168716037, 9.180842682404807 45.50815782018085, 9.180825880836808 45.50822796415467, 9.180820929187178 45.50828080757304, 9.180816010896129 45.50834409204338, 9.180796531320325 45.50841748058471, 9.180761509467484 45.50847442192821, 9.180725160546773 45.50851669380321, 9.180654806854751 45.50857369090242, 9.18059238411532 45.50862887525241, 9.180539064873077 45.50868863569271, 9.1804870517854 45.50875658491416, 9.180452091419676 45.50883296811911)
9303;1055;PIAZZA DELLA REPUBBLICA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;46.0;LINESTRING (9.197547983089303 45.47859547600861, 9.197876026947007 45.47893727240866)
9304;1201;VIA VITTOR PISANI;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;75.0;LINESTRING (9.20172880769017 45.483104386352, 9.201762085390484 45.4831387565479, 9.202108924856075 45.48348306245678, 9.202288800679844 45.48365566312479)
9305;1200;PIAZZA DUCA D'AOSTA;;ciclabile;corsia ciclabile - segnaletica;marciapiede;bidirezionale;corsia ciclabile;20.0;LINESTRING (9.202648689532401 45.48388752188254, 9.202713245807992 45.48387507821538, 9.202815972647505 45.48386372343541, 9.202902983601737 45.48386356916772)
9306;1200;PIAZZA DUCA D'AOSTA;;ciclabile;corsia ciclabile - segnaletica;marciapiede;bidirezionale;corsia ciclabile;38.0;LINESTRING (9.203010376234221 45.48387354979329, 9.203129329306659 45.48389584115359, 9.203213605692396 45.48391810397344, 9.203347233699024 45.48396476172945, 9.203466870891569 45.48400020405183)
9307;1200;PIAZZA DUCA D'AOSTA;;ciclabile;corsia ciclabile - segnaletica;marciapiede;bidirezionale;corsia ciclabile;40.0;LINESTRING (9.202096667399815 45.48475436813496, 9.202073959768722 45.48470614779914, 9.202038124904989 45.48462800802857, 9.202010266239309 45.4845396384494, 9.202008550211286 45.484479756257, 9.202006268045425 45.48440155723048)
9308;3318;VIALE ENRICO FORLANINI;;urbana;percorso promiscuo - pedonale e ciclabile;margine;bidirezionale;percorso promiscuo - pedonale e ciclabile;151.0;LINESTRING (9.254480741070724 45.46160996385628, 9.254594765038485 45.46170827135466, 9.25465629258386 45.46173756774196, 9.254750559078204 45.46176562104829, 9.254859610214043 45.46178193999869, 9.25632475956162 45.46177344530835)
9309;1200;PIAZZA DUCA D'AOSTA;;ciclabile;corsia ciclabile - segnaletica;marciapiede;bidirezionale;corsia ciclabile;28.0;LINESTRING (9.202035505003561 45.48431484816759, 9.202057388557938 45.48427253760142, 9.202090249035702 45.48421893513049, 9.202202793615028 45.48409812390383)
9310;1163;VIALE FRANCESCO RESTELLI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;non regolamentato;8.0;LINESTRING (9.199267534173737 45.49241109226628, 9.199315274009457 45.49247157636299)
9311;3254;VIALE ARGONNE;;urbana;percorso promiscuo - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;32.0;LINESTRING (9.232292378049058 45.4683357994651, 9.232500046104891 45.46834028297901, 9.232540124097254 45.46834956257164, 9.232593734104599 45.46835206387393, 9.232688749742199 45.46831334628833)
9312;3120;CORSO PLEBISCITI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;10.0;LINESTRING (9.219812995446786 45.46800190349102, 9.219682010017943 45.46800368526527)
9313;1108;VIA MELCHIORRE GIOIA;;ciclabile;corsia ciclabile - sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;41.0;LINESTRING (9.195904818258139 45.48496357366109, 9.195886765435748 45.48492906098147, 9.195865974080986 45.48484166159539, 9.195836827741649 45.48480688161496, 9.195658363525869 45.48464720972658)
9314;6174;VIA VENTI SETTEMBRE;;ciclabile;corsia ciclabile - sede propria;parterre;monodirezionale - concorde;corsia ciclabile;38.0;LINESTRING (9.170293298626877 45.47021919755479, 9.170666203365938 45.4704432189682)
9315;6174;VIA VENTI SETTEMBRE;;ciclabile;corsia ciclabile - sede propria;parterre;monodirezionale - concorde;corsia ciclabile;5.0;LINESTRING (9.170666203365938 45.4704432189682, 9.170714241317581 45.47046845687795)
9316;1200;PIAZZA DUCA D'AOSTA;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;10.0;LINESTRING (9.202006268045425 45.48440155723048, 9.202035505003561 45.48431484816759)
9317;1200;PIAZZA DUCA D'AOSTA;;ciclabile;corsia ciclabile - sede propria;carreggiata;bidirezionale;corsia ciclabile;11.0;LINESTRING (9.202529284247809 45.48384631928226, 9.202569563303031 45.48387433107253, 9.202590596710618 45.4838869202252, 9.202625670113024 45.48389214210911, 9.202648689532401 45.48388752188254)
9318;2106;BASTIONI DI PORTA VENEZIA;;ciclabile;corsia ciclabile - sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;158.0;LINESTRING (9.202919115966232 45.47498078113603, 9.203896016748265 45.47457182421687, 9.204081970966755 45.47448694869376, 9.204170932148752 45.47444169985146, 9.204246798910678 45.47437533831707, 9.20428871744496 45.47433651414905, 9.204316657171912 45.47430898746131, 9.204361189689619 45.47426996856299, 9.204555479061032 45.47416977193607)
9319;1414;PIAZZA GORLA;;urbana;percorso promiscuo - pedonale e ciclabile;sottopasso;bidirezionale;non regolamentato - a norma;31.0;LINESTRING (9.221787256160276 45.50367432245412, 9.222171526223731 45.50374081402071)
9320;;PONTE VIA BERTELLI - VIA LISCATE;;urbana;percorso promiscuo - pedonale e ciclabile;passerella;bidirezionale;non regolamentato - a norma;32.0;LINESTRING (9.232017706394632 45.50419836292841, 9.231992420478536 45.5042127257369, 9.231989548761957 45.50423037344205, 9.232000492160827 45.50424574289016, 9.232028693480352 45.50425558674876, 9.232064785958862 45.50425443342147, 9.232089714825927 45.50424664202217, 9.232106927668095 45.50423013534228, 9.232142938490187 45.5042090900346, 9.232172370340985 45.50420687007434, 9.23220851229947 45.50421777788751, 9.232246102959303 45.50423858380396, 9.232268324388309 45.50425726068428)
9321;2700;VIALE TURCHIA;;ciclabile;corsia ciclabile - segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;280.0;LINESTRING (9.258270289840992 45.49633200826179, 9.259037738065688 45.49636915695534, 9.25928711821753 45.49638281343356, 9.259403535529742 45.49639974132036, 9.259479030674889 45.49642396271075, 9.259556613294901 45.49645682024765, 9.259654933439256 45.49651834375783, 9.259737619696322 45.49656217619529, 9.259958158289788 45.49679866287961, 9.260244447586951 45.49708400625894, 9.260450446209786 45.4972574050309, 9.26059497584486 45.4973196325767, 9.260720486701789 45.49735501910536, 9.260861063431104 45.4973912707495, 9.261024474434706 45.49741722990282, 9.261222660092765 45.49742848053682)
9322;5450;CAVALCAVIA DON LORENZO MILANI;;ciclabile;corsia ciclabile - segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;219.0;LINESTRING (9.146196315004049 45.44524100181573, 9.146806310104873 45.44417863457245, 9.147131420726311 45.44362234695284, 9.147165663824522 45.44354790826867, 9.147219926424128 45.44340907990041)
9323;6631;VIA EDOARDO CHINOTTO;;ciclabile;corsia ciclabile - segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;177.0;LINESTRING (9.127526826054456 45.464749548867, 9.12797879868449 45.46318439691637)
9324;3120;CORSO PLEBISCITI;;ciclabile;corsia ciclabile - segnaletica;parterre;bidirezionale;corsia ciclabile;62.0;LINESTRING (9.222408012025772 45.46803109179304, 9.221620635283525 45.46802721922883)
9325;7420;VIA GALLARATE;;ciclabile;corsia ciclabile - segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;34.0;LINESTRING (9.098232760605551 45.5066392573971, 9.098647888735044 45.50653639527171)
9326;3315;VIA FERDINANDO MARESCALCHI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;32.0;LINESTRING (9.234809593879692 45.46893287295839, 9.234888961656715 45.46897690499974, 9.234997070496108 45.46901079680796, 9.235161706591942 45.46907175538689)
9327;3323;VIA MECENATE;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;9.0;LINESTRING (9.245772502211338 45.45435230188656, 9.245695754729027 45.45440836321811)
9328;3323;VIA MECENATE;;ciclabile;corsia ciclabile - attraversamento;attraversamento;bidirezionale;attraversamento - ciclabile;6.0;LINESTRING (9.249154901892737 45.45186420721843, 9.249105186806299 45.45190067971495)
9329;1377;PIAZZA CARBONARI;;ciclabile;corsia ciclabile - attraversamento;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;15.0;LINESTRING (9.200111938938674 45.49489045302219, 9.199921095192623 45.49488049823835)
9330;6187;VIA GIORGIO PALLAVICINO;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;percorso promiscuo - pedonale e ciclabile;199.0;LINESTRING (9.162896173000693 45.47173565337426, 9.161558009767012 45.4702070178482)
9331;6891;VIA LIVIO CAMBI;;ciclabile;corsia ciclabile - sede propria;carreggiata;bidirezionale;corsia ciclabile;172.0;LINESTRING (9.124591170578499 45.49024244569856, 9.126540999761053 45.48951527900527)
