id_amat;id_via;anagrafica;gerarchia;rete;tipologia;sede;marcia;norma;lunghezza;geometry
9001;1064;PIAZZA VENTICINQUE APRILE;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;43.0;LINESTRING (9.186999187954481 45.4809484311383, 9.186959907055956 45.48085266925734, 9.186811588394933 45.48058806153669)
9002;3377;VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;corsia ciclabile - sede propria;marciapiede;bidirezionale;ordinanza lavori stradali;465.0;LINESTRING (9.241919876467321 45.43931388807974, 9.242021474607542 45.4393926847839, 9.240485977385159 45.44026721041968, 9.2403697727064 45.44027957234545, 9.240275000760693 45.44036223024347, 9.240101049190615 45.44042942167594, 9.239899675195385 45.4404493150935, 9.239020491701648 45.442470127119, 9.23902167480405 45.44251184391465, 9.239037705190649 45.44257675483843)
9003;3377;VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;corsia ciclabile - sede propria;marciapiede;bidirezionale;ordinanza lavori stradali;60.0;LINESTRING (9.239792121969961 45.43995726630794, 9.239908398027572 45.43998151889532, 9.240215540703209 45.44008688914742, 9.240359325574843 45.44027544615496)
9004;3377;VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;corsia ciclabile - sede propria;marciapiede;bidirezionale;ordinanza lavori stradali;6.0;LINESTRING (9.23902167480405 45.44251184391465, 9.238984823012991 45.44256167842756)
9005;3377;VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;corsia ciclabile - sede propria;marciapiede;bidirezionale;ordinanza lavori stradali;28.0;LINESTRING (9.2399011257701 45.43999010939175, 9.23984623104047 45.44008702717765, 9.239646701655298 45.44004764518949)
9006;1360;VIALE MARCHE;;ciclabile;corsia ciclabile - segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;18.0;LINESTRING (9.197576225057441 45.49488793174272, 9.197792223422116 45.49482935402329)
9009;4068;CORSO LODI;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;297.0;LINESTRING (9.206275554385442 45.44987238945083, 9.204286854708883 45.45110088427477, 9.203567828474572 45.45153222477626, 9.203492084821491 45.45156201875096, 9.203374021165844 45.4515414672062)
9011;1;PIAZZA DEL DUOMO;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;69.0;LINESTRING (9.191389464056332 45.46471189193348, 9.192272732761978 45.46471698192999)
9012;1;PIAZZA DEL DUOMO;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;109.0;LINESTRING (9.189996405229222 45.4646918909019, 9.191389464056332 45.46471189193348)
9013;5144;ALZAIA NAVIGLIO GRANDE;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;31.0;LINESTRING (9.168559830974274 45.4505881798839, 9.168393892018768 45.4505629511912, 9.168171718697915 45.45054914621365)
9014;1414;VIA TOFANE;;urbana;percorso promiscuo - pedonale, ciclabile e veicolare;carreggiata;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;33.0;LINESTRING (9.221787256160276 45.50367432245412, 9.221696141250238 45.50338628828938)
9015;2129;CORSO BUENOS AIRES;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;172.0;LINESTRING (9.205577063729177 45.47471099635398, 9.205727688195235 45.47485644598748, 9.206045823207468 45.47512509359427, 9.207130285543103 45.47580532164366)
9017;214;CORSO VITTORIO EMANUELE II;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;43.0;LINESTRING (9.19695249540325 45.46593145128892, 9.197150368788426 45.46603741256895, 9.197354827220073 45.46619745827513)
9018;214;CORSO VITTORIO EMANUELE II;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;62.0;LINESTRING (9.195823594444922 45.46551601154521, 9.196519207878458 45.46577503846206)
9020;214;CORSO VITTORIO EMANUELE II;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;51.0;LINESTRING (9.192768728505932 45.46466241132543, 9.193376801175521 45.46483996559159)
9021;1;PIAZZA DEL DUOMO;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;39.0;LINESTRING (9.192272732761978 45.46471698192999, 9.192768728505932 45.46466241132543)
9022;214;CORSO VITTORIO EMANUELE II;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;70.0;LINESTRING (9.194994512629318 45.46527719017394, 9.195823594444922 45.46551601154521)
9023;1;PIAZZA DEL DUOMO;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;114.0;LINESTRING (9.188537084002421 45.46467081194174, 9.189996405229222 45.4646918909019)
9024;612;VIA DANTE;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;50.0;LINESTRING (9.185192899175476 45.46604559819596, 9.184700475611892 45.46633865714308)
9026;598;VIA DEI MERCANTI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;56.0;LINESTRING (9.187380808650612 45.46511844176752, 9.186749837792211 45.46536259080855)
9027;598;VIA DEI MERCANTI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;28.0;LINESTRING (9.188537084002421 45.46467081194174, 9.188218729921701 45.46479401994883)
9028;598;VIA DEI MERCANTI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;15.0;LINESTRING (9.187552635025144 45.46505191275844, 9.187380808650612 45.46511844176752)
9029;598;VIA DEI MERCANTI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;59.0;LINESTRING (9.188218729921701 45.46479401994883, 9.187552635025144 45.46505191275844)
9030;541;CORSO DI PORTA TICINESE;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;135.0;LINESTRING (9.181152087019042 45.45868201571279, 9.181129670833934 45.4584911830549, 9.181002705715386 45.45778330145178, 9.180944127651184 45.45747810718449)
9031;612;VIA DANTE;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;96.0;LINESTRING (9.184700475611892 45.46633865714308, 9.183872982601907 45.46697285136811)
9032;612;VIA DANTE;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;144.0;LINESTRING (9.183872982601907 45.46697285136811, 9.182631826610924 45.46792737665295)
9033;122;VIA BRERA;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;190.0;LINESTRING (9.187670140142949 45.47059805679449, 9.187590130318005 45.47100647390246, 9.187678280084063 45.47151047602391, 9.187675739896145 45.47152222090926, 9.187509941741649 45.47228879934367)
9034;122;VIA BRERA;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;24.0;LINESTRING (9.187436663104108 45.47264472930816, 9.18739400523333 45.47285697054043)
9035;5188;VIA SANTA CROCE;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;298.0;LINESTRING (9.183564280597327 45.4553931650421, 9.183283660371645 45.45499099845117, 9.183181326900472 45.45486631791655, 9.183099152229509 45.45476617786787, 9.182470450855046 45.45409606465991, 9.181576800300915 45.45363258242782, 9.181072268814718 45.45347037301871)
9036;5186;PIAZZA SANT'EUSTORGIO;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;63.0;LINESTRING (9.181072268814718 45.45347037301871, 9.180310711770247 45.45327688297431)
9037;2153;VIA LAZZARO SPALLANZANI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;61.0;LINESTRING (9.207130285543103 45.47580532164366, 9.207715131648555 45.47616292457403)
9038;214;CORSO VITTORIO EMANUELE II;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;38.0;LINESTRING (9.196519207878458 45.46577503846206, 9.19695249540325 45.46593145128892)
9039;1088;VIALE ENRICO FERMI;;urbana;percorso promiscuo - attraversamento;attraversamento;bidirezionale;attraversamento - generico;36.0;LINESTRING (9.179148192729361 45.51406684686094, 9.179603345018759 45.51413127851859)
9040;6567;VIALE MAR JONIO;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;286.0;LINESTRING (9.137469028222949 45.47514993143045, 9.137444631678408 45.47476898487952, 9.137380030202307 45.47469129263466, 9.137333729942309 45.47428156868603, 9.137372842553743 45.47420317592282, 9.137356917959595 45.47393896980771, 9.137323090483545 45.47349505053784, 9.137278143906103 45.47341829476611, 9.137256735373917 45.47314334182127, 9.137302375256585 45.47305572408189, 9.137277987142648 45.47276159981902, 9.137270921891702 45.47269014775017, 9.137232251260931 45.47261385339292)
9041;6567;VIALE MAR JONIO;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;287.0;LINESTRING (9.137862856991333 45.47514081686723, 9.137835956321124 45.47485358118288, 9.137883750273367 45.47475367110107, 9.137849985409844 45.47433740345033, 9.137790831812525 45.4742552883182, 9.137764377590381 45.47391521493101, 9.137762074797696 45.47365313519941, 9.137796821360428 45.47357551563166, 9.137767621674699 45.47324027657672, 9.137713933518144 45.47316045910328, 9.137693334797801 45.47277029074382, 9.137686031605341 45.47268504078674, 9.137720390418654 45.47258885385136)
9042;6566;PIAZZALE SELINUNTE;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;361.0;LINESTRING (9.138000623561604 45.47247548922059, 9.137655016527912 45.47261326102892, 9.137473842142493 45.47263344919997, 9.137305706682202 45.47262827425643, 9.13708016206188 45.47258399487048, 9.136886686059853 45.47251571064083, 9.136848398325272 45.47245062324523, 9.136799974102138 45.47183697174307, 9.136908613585563 45.47173065251074, 9.137014064400518 45.47166024551822, 9.137162416518645 45.47161167780827, 9.137619793120834 45.47159499899405, 9.137791303279645 45.47164241474454, 9.13794321945495 45.4717128967497, 9.138031902290288 45.47181801915339, 9.138061183663519 45.47241057055638, 9.138000623561604 45.47247548922059)
9043;5462;VIA GIOVANNI TRECCANI DEGLI ALFIERI;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - Z30;621.0;LINESTRING (9.18599449680057 45.43418077879862, 9.186504338951755 45.43029031517983, 9.186450291058936 45.43006519632204, 9.186321809505309 45.42990770672802, 9.186118796115949 45.42978787272511, 9.1858734311757 45.42977323974154, 9.184583185347392 45.4298128627211)
9044;5161;ALZAIA NAVIGLIO PAVESE;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - Z30;165.0;LINESTRING (9.173463291199905 45.43338010177368, 9.172712457018825 45.43199210180859)
9045;6457;VIA ANGELO SALMOIRAGHI;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;71.0;LINESTRING (9.139786873316829 45.48474033493104, 9.139088695670852 45.48514613966056)
9046;6441;VIA COLLECCHIO;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - Z30;88.0;LINESTRING (9.134405134005771 45.48668469101057, 9.133336560978863 45.48692698660834)
9047;2340;PIAZZA SEMPIONE;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - ZTL;139.0;LINESTRING (9.171585165164792 45.47508772076494, 9.17159110363573 45.47515007676027, 9.171643055196068 45.4752157148347, 9.17166475574566 45.47529560712076, 9.171634636435863 45.47535337578165, 9.171589453321268 45.4754386966827, 9.171549294920579 45.47551601755043, 9.171510377166127 45.47558623211472, 9.171505766342008 45.4757309917658, 9.171527534120473 45.47583308531009, 9.171568778444847 45.4759058438854, 9.171610608278318 45.47596350465612, 9.171670214993926 45.47605577283747, 9.171677931283572 45.47610282810222, 9.171683152637046 45.47615965569768, 9.171664371868081 45.47621030292038, 9.171619753342604 45.4762738656622)
9048;7137;CORSO SEMPIONE;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - ZTL;122.0;LINESTRING (9.171619753342604 45.4762738656622, 9.171124424309342 45.47665142841782, 9.170550164268468 45.4770733805367)
9049;122;VIA BRERA;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;40.0;LINESTRING (9.187509941741649 45.47228879934367, 9.187436663104108 45.47264472930816)
9050;214;CORSO VITTORIO EMANUELE II;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;37.0;LINESTRING (9.19455263712962 45.46514985780363, 9.194994512629318 45.46527719017394)
9051;6778;VIA BARTOLOMEO CABELLA;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - Z30;130.0;LINESTRING (9.094545315770324 45.45955857691956, 9.09445727587604 45.45953299656265, 9.093016770125923 45.45910500532604)
9052;6778;VIA BARTOLOMEO CABELLA;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - Z30;169.0;LINESTRING (9.096536617747692 45.46014578829433, 9.095782378862426 45.4599283023431, 9.09463412691303 45.45958640682921, 9.094545315770324 45.45955857691956)
9053;122;VIA BRERA;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;161.0;LINESTRING (9.188198461536201 45.4692195839672, 9.188181071053055 45.4692602971538, 9.188175271408271 45.46927623626792, 9.187927912668515 45.46995604153629, 9.187717494177667 45.4705493166905, 9.18769697852715 45.47062549953311)
9054;118;VIA MONTE DI PIETA';;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - Z30;240.0;LINESTRING (9.189987530982567 45.46745245071892, 9.189040281822368 45.46811489226693, 9.188665553239426 45.46836577409391, 9.188582946379174 45.46850462532375, 9.188220964168007 45.46916311059308)
9055;6566;PIAZZALE SELINUNTE;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;25.0;LINESTRING (9.137166187413811 45.47139268017472, 9.137153182195632 45.47151645965358, 9.137137209291302 45.471570998864, 9.137162416518645 45.47161167780827)
9056;6566;PIAZZALE SELINUNTE;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;23.0;LINESTRING (9.137619793120834 45.47159499899405, 9.1376360238446 45.4715354519761, 9.137594495805178 45.47139234633313)
9057;6566;PIAZZALE SELINUNTE;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;30.0;LINESTRING (9.138209337289064 45.47155407411913, 9.138024274637834 45.4716806715313, 9.137983308747131 45.47176041764615)
9058;6566;PIAZZALE SELINUNTE;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - Z30;35.0;LINESTRING (9.136908613585563 45.47173065251074, 9.13657848434169 45.47155477078245, 9.136558239764531 45.47154165345113)
9059;6566;PIAZZALE SELINUNTE;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - Z30;25.0;MULTILINESTRING ((9.138235765458409 45.47263380337402, 9.138206420898234 45.47261412658601, 9.138011515747584 45.47248285692076), (9.138011515747584 45.47248285692076, 9.138000623561604 45.47247548922059))
9060;6566;PIAZZALE SELINUNTE;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;12.0;LINESTRING (9.136886686059853 45.47251571064083, 9.136872511249839 45.47252634877582, 9.136783255067334 45.47259621325046, 9.136782488994401 45.47259684423621)
9061;4158;PIAZZALE FERRARA;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;42.0;LINESTRING (9.220287606149347 45.4382205223298, 9.219814280440994 45.43803302609149)
9062;4279;VIA COMACCHIO;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;130.0;LINESTRING (9.217868696626185 45.43711973930944, 9.219255371420829 45.43775785312747)
9063;4158;PIAZZALE FERRARA;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;53.0;LINESTRING (9.219814280440994 45.43803302609149, 9.219255371420829 45.43775785312747)
9064;6787;VIA DUE GIUGNO;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;88.0;LINESTRING (9.08858002715102 45.4620082001987, 9.087997042763602 45.4626834559433)
9065;6786;PIAZZA ANITA GARIBALDI;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;44.0;LINESTRING (9.087997042763602 45.4626834559433, 9.087995893526356 45.46268471696871, 9.087955903702101 45.46271445103189, 9.087497207777687 45.46258074609099)
9066;5140;VIALE CARLO TROYA;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - strada 30;6.0;LINESTRING (9.157723816474547 45.44833842119759, 9.157748864334938 45.4482866306581)
9067;6643;VIA DELLE FORZE ARMATE;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;8.0;LINESTRING (9.090011629738294 45.46131301613237, 9.089923166339526 45.46134350901823)
9068;6774;VIA ANTONIO CERIANI;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;26.0;LINESTRING (9.089923166339526 45.46134350901823, 9.089853111489319 45.46136768669186, 9.089754626494743 45.46145084330609, 9.089694081651702 45.46150354669089)
9069;6774;VIA ANTONIO CERIANI;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;83.0;LINESTRING (9.089694081651702 45.46150354669089, 9.089130884450565 45.46206087936697, 9.089110952180462 45.46207457641862, 9.089067889329112 45.46210161295489)
9070;1010;CORSO GIUSEPPE GARIBALDI;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;119.0;LINESTRING (9.185950323764402 45.47936751706086, 9.186160778891898 45.47961392087718, 9.186476309549143 45.48004000324556, 9.186646596685764 45.48032220140932)
9071;7456;VIA GIORGIO STEPHENSON;;urbana;percorso promiscuo - pedonale e ciclabile;sottopasso;bidirezionale;non regolamentato - a norma;276.0;LINESTRING (9.128048968643879 45.51144942775981, 9.128042998246606 45.51137597439116, 9.12809007197782 45.51129642275094, 9.128177406081385 45.51122683170735, 9.128344621051683 45.5111715497907, 9.128420464465215 45.51112756233819, 9.128452429653994 45.51108362405537, 9.128452305819335 45.51102904278628, 9.128406702461882 45.51101248219098, 9.127299470702392 45.51094489816928, 9.126897850141509 45.5109595824788, 9.126607707565565 45.51101685808679, 9.126341286387582 45.51111682267734, 9.125908158932411 45.5113830873453)
9073;6785;VIA CUSAGO;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;91.0;LINESTRING (9.087497207777687 45.46258074609099, 9.086416132448601 45.46226715772895)
9074;6643;VIA DELLE FORZE ARMATE;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;340.0;LINESTRING (9.090011629738294 45.46131301613237, 9.090600185129167 45.46131865518813, 9.090886651360471 45.46117402598165, 9.091171608192051 45.46099662505876, 9.094170504211815 45.46069617875473)
9075;214;CORSO VITTORIO EMANUELE II;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;51.0;LINESTRING (9.193376801175521 45.46483996559159, 9.19399273501736 45.46499608085681)
9076;6567;VIALE MAR JONIO;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - Z30;32.0;LINESTRING (9.137355567916048 45.47392125327072, 9.137764377590381 45.47391521493101)
9077;216;PIAZZA SAN BABILA;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;64.0;LINESTRING (9.197589056236518 45.46671407258392, 9.197574323998969 45.466403013045, 9.197404876624516 45.46629742089107, 9.197354827220073 45.46619745827513)
9078;122;VIA BRERA;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;7.0;LINESTRING (9.188220964168007 45.46916311059308, 9.188179179358045 45.46921565523122, 9.18817740157353 45.46921961860123)
9079;6774;VIA ANTONIO CERIANI;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;40.0;LINESTRING (9.089067889329112 45.46210161295489, 9.088962724970354 45.46208675289601, 9.08858002715102 45.4620082001987)
9080;6249;VIA PIERO CAPPONI;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - Z30;69.0;LINESTRING (9.157017681481392 45.46796749267189, 9.157542002758005 45.46846236822851)
9081;214;CORSO VITTORIO EMANUELE II;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;47.0;LINESTRING (9.19399273501736 45.46499608085681, 9.19455263712962 45.46514985780363)
9083;4068;CORSO LODI;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;346.0;LINESTRING (9.20948928752882 45.44778447077407, 9.209493890271839 45.44788975270335, 9.206271313630332 45.44986498228523)
9084;4068;CORSO LODI;;urbana;percorso promiscuo - veicolare e ciclabile;carreggiata;monodirezionale - concorde;FACILITAZIONE - Z30;239.0;LINESTRING (9.206843161712907 45.44923962274118, 9.206857506566953 45.44912911610583, 9.206886907862279 45.44910311110145, 9.209045829073146 45.44779195524158)
9085;;VIA JOHANN GUTEMBERG;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - a norma;78.0;LINESTRING (9.099637997662343 45.45064800740434, 9.0992135396957 45.45049337764119, 9.098751802797612 45.45066758655735)
9086;4203;VIALE GIOVANNI SEBASTIANO BACH;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;253.0;LINESTRING (9.190810720719748 45.44839776268037, 9.194038733314391 45.44850727764749)
9087;7205;PIAZZA ANTONIO GRAMSCI;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;92.0;LINESTRING (9.168926839954214 45.48143764394223, 9.167925983381645 45.48186540385714)
9088;7121;VIA LUIGI CANONICA;;urbana;percorso promiscuo - pedonale e ciclabile;carreggiata;bidirezionale;FACILITAZIONE - area pedonale;77.0;LINESTRING (9.169765110789506 45.481071233259, 9.168926839954214 45.48143764394223)
9091;3205;VIA GUIDO RENI;;urbana;percorso promiscuo - pedonale, ciclabile e veicolare;carreggiata;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;40.0;LINESTRING (9.225902223098707 45.47085695452441, 9.225900774738356 45.47049385652675)
9092;;PARCO DI TRENNO;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;241.0;LINESTRING (9.107781544778819 45.48146597861638, 9.107306575034102 45.48274564566203, 9.107023688056715 45.48357121121138)
9093;;PARCO DI TRENNO;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;190.0;LINESTRING (9.107397185950802 45.47964768817266, 9.107336222238585 45.47968347925649, 9.106753168305184 45.48128655924523)
9094;;PARCO DI TRENNO;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;83.0;LINESTRING (9.106749925341282 45.48129547536225, 9.107781544778819 45.48146597861638)
9095;;PARCO DI TRENNO;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;355.0;LINESTRING (9.107023688056715 45.48357121121138, 9.107323533002511 45.48366031061418, 9.107318563434781 45.48373889392422, 9.106615355460598 45.48532966528074, 9.108282172675985 45.4856604188)
9096;;PARCO DI TRENNO;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;163.0;LINESTRING (9.106551973882633 45.48939330923071, 9.106247691012454 45.49009278803833, 9.106276425750025 45.49012957540592, 9.106330378633585 45.49017038981018, 9.107194303330839 45.4903645461489)
9097;;PARCO DI TRENNO;;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;227.0;LINESTRING (9.106489316296583 45.49234820923388, 9.106585152614777 45.49206602948177, 9.106706920300535 45.49175898278954, 9.106945224734599 45.49108764761674, 9.107194303330839 45.4903645461489)
9098;;BOSCOINCITTA';;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;437.0;LINESTRING (9.095510821431514 45.48272043895269, 9.095542002964955 45.48315273064458, 9.095532554749459 45.48362079009922, 9.095523137935324 45.48403160318659, 9.095452510247583 45.48433895584034, 9.095291155205851 45.48502532555269, 9.095255834163808 45.48517540139887, 9.095190076291429 45.48533630369521, 9.094769984145604 45.48625844295449, 9.094572397272985 45.48655869904189)
9099;;BOSCOINCITTA';;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;420.0;LINESTRING (9.095145022073424 45.48273559478817, 9.095175746271728 45.48282071867586, 9.095222889953964 45.48369251562244, 9.095147436239538 45.48417485137617, 9.094965923529021 45.48497545993499, 9.094930735791412 45.48512922597705, 9.094783951893117 45.48550450865321, 9.094561329057779 45.48598345507007, 9.09430319123447 45.48642318592992)
9100;;BOSCOINCITTA';;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;341.0;LINESTRING (9.07905820003848 45.49670167612703, 9.07829134658513 45.49682749554859, 9.07745310281029 45.49688171031273, 9.076182936097027 45.49686824920586, 9.075156671395417 45.49682248101431, 9.07531883588767 45.49653650384721)
9101;;BOSCOINCITTA';;verde;percorso promiscuo - pedonale e ciclabile;parco o area verde;bidirezionale;non regolamentato - parco o area verde;580.0;LINESTRING (9.07531883588767 45.49653650384721, 9.075654350881242 45.49658272812528, 9.076269015371267 45.49663587696348, 9.077127694018582 45.49664601409264, 9.077899922960574 45.49661335887906, 9.079057846862046 45.4964482090267, 9.079875644624686 45.49624044014853, 9.080606867257503 45.49599690241025, 9.08123643806438 45.49573561009322, 9.081911512909446 45.49534925829415, 9.082140386802855 45.49555251660273)
